Ticker,Date,Close,Shares Outstanding,Report Date,total debt,long term debt,fiscal year,beta,coe,weird tax rate,cod,market cap,Wacc
HOG,2018-12-31,34.12,159700000.0,2018-12-31,8891715000,4887667000.0,2018,1.46,0.1053,0.2259997757158524,0.019907980631408,5448964000.0,0.04976184323629307
HOME,2019-01-31,22.04,63609684.0,2019-01-31,1015120000,336435000.0,2018,2.29,0.15095,-0.0003470875273077212,0.021055875167467885,1401957435.36,0.09454025805075522
HPE,2018-10-31,15.25,1423000000.0,2018-10-31,34219000000,10136000000.0,2018,1.31,0.09705,-6.507462686567164,0.006325725474151788,21700750000.0,0.04072016036373553
HRB,2019-04-30,27.21,203293118.0,2019-04-30,2758418000,1492629000.0,2019,0.8,0.069,0.183256291730868,0.02493106193477566,5531605740.78,0.05259446038363171
HRI,2018-12-31,25.99,28500000.0,2018-12-31,3037500000,2129900000.0,2018,3.31,0.20705,-0.0043604651162789665,-0.03563127572016461,740715000.0,0.01796174668461165
HRL,2018-10-31,43.64,533117904.0,2018-10-31,2537474000,624840000.0,2018,-0.07,0.021150000000000002,0.14281239735745177,0.008248462841392662,23265265330.56,0.019710902033528623
HSIC,2018-12-31,61.58,151401668.0,2018-12-31,4646583000,980344000.0,2018,0.94,0.07669999999999999,0.19159039790148247,0.009784501858677656,9323314715.44,0.05375953417641711
HSII,2018-12-31,31.19,18954275.0,2018-12-31,433473000,,2018,1.06,0.08330000000000001,0.3007007887419849,-0.0020794605431018773,591183837.25,0.047365628938933826
HST,2018-12-31,16.67,740400000.0,2018-12-31,4396000000,3837000000.0,2018,1.29,0.09595000000000001,0.11529592621060725,0.02893312101910828,12342468000.000002,0.076753733053706
HSY,2018-12-31,107.18,209728904.0,2018-12-31,6295754000,3254280000.0,2018,0.16,0.033800000000000004,0.16950330517615908,0.017421460558973558,22478743930.72,0.02941596821589292
HTGM,2018-12-31,2.54,28585449.0,2018-12-31,22679218,9678854.0,2018,1.76,0.12179999999999999,-0.00021434139684939346,0.006482438239272624,72607040.46000001,0.09402909517629096
HTZ,2018-12-31,11.86,96684000.0,2018-12-31,20262000000,16324000000.0,2018,1.4,0.10200000000000001,0.11673151750972766,0.028813049057348734,1146672240.0,0.027006367419635923
HUBB,2018-12-31,99.34,54715188.0,2018-12-31,3073200000,1737100000.0,2018,1.28,0.09540000000000001,0.2160599571734475,0.018611219575686583,5435406775.92,0.06625322585339656
HUBS,2018-12-31,125.73,39300000.0,2018-12-31,589312000,318782000.0,2018,1.61,0.11355000000000001,-0.03014848289218852,0.01636806988488271,4941189000.0,0.10282834628363689
HUN,2018-12-31,19.29,232994172.0,2018-12-31,5204000000,2224000000.0,2018,2.08,0.1394,0.10297239915074308,0.017457724827056112,4494457577.88,0.0720010249824812
HURC,2018-10-31,40.74,6723160.0,2018-10-31,92554000,,2018,0.77,0.06735,0.3386878385032004,-0.000759664628217041,273901538.40000004,0.05018814503811576
HURN,2018-12-31,51.31,22553838.0,2018-12-31,508908000,53853000.0,2018,0.63,0.05965,0.4471273938384679,0.029514705997940687,1157237427.78,0.04855231993455887
HXL,2018-12-31,57.34,84800000.0,2018-12-31,1502100000,947400000.0,2018,1.25,0.09375,0.17061469265367313,0.019827574728713136,4862432000.0,0.0753207887084235
IART,2018-12-31,45.1,85179535.0,2018-12-31,1732091000,1331713000.0,2018,1.08,0.0844,-0.05919551242966392,0.02822459674462831,3841597028.5,0.0651008753360477
IBM,2018-12-31,113.67,892479411.0,2018-12-31,106453000000,35605000000.0,2018,1.22,0.09209999999999999,0.23091165579262918,0.005365466449982622,101448134648.37,0.0471118039720216
ICE,2018-12-31,75.33,569000000.0,2018-12-31,75489000000,6490000000.0,2018,0.54,0.0547,0.19841269841269837,0.0023232523943885865,42862770000.0,0.020981044212520016
ICPT,2018-12-31,100.79,29693876.0,2018-12-31,490037000,371250000.0,2018,1.77,0.12235000000000001,0.0,0.04920683540222473,2992845762.04,0.11060495273747313
ICUI,2018-12-31,229.63,20491229.0,2018-12-31,321736000,,2018,0.54,0.0547,-0.286895503709663,0.0017408993709127983,4705400915.2699995,0.05128722796113093
IDA,2018-12-31,93.06,50392789.0,2018-12-31,4006943000,1834788000.0,2018,0.43,0.04865,0.0709896328840508,0.016945317165729588,4689552944.34,0.03240234910079367
IDT,2018-07-31,5.25,24446000.0,2018-07-31,368294000,,2018,1.17,0.08934999999999998,0.35822737933588444,-0.002297322247986663,128341500.0,0.021744120033706807
IDXX,2018-12-31,186.02,86100000.0,2018-12-31,1546582000,601348000.0,2018,0.8,0.069,0.17628926338417716,0.017159432865506,16016322000.0,0.06411762025801657
IEP,2018-12-31,57.08,186650073.0,2018-12-31,10509000000,141000000.0,2018,1.27,0.09484999999999999,-0.014388489208633004,0.039390998192025885,10653986166.84,0.06320275302266072
IEX,2018-12-31,126.26,76709717.0,2018-12-31,1479217000,848335000.0,2018,1.05,0.08275,0.22378005781385002,0.023570483573404036,9685368868.42,0.07425338593226974
IFF,2018-12-31,134.27,106619202.0,2018-12-31,6764215000,4504417000.0,2018,1.06,0.08330000000000001,0.24114865875910374,0.015481592468601308,14315760252.54,0.06049496081277064
IHT,2019-01-31,1.68,9360292.0,2019-01-31,8451239,4974546.0,2018,0.48,0.0514,-0.25841782958608994,0.02548736581701216,15725290.559999999,0.04047089513636547
IIN,2018-12-31,26.38,8664000.0,2018-12-31,23274000,,2018,0.99,0.07944999999999999,0.08025203117227653,0.01065824525221277,228556320.0,0.07288545328457668
ILMN,2018-12-31,299.93,147000000.0,2018-12-31,3053000000,890000000.0,2018,0.99,0.07944999999999999,0.12527964205816555,0.003363904356370783,44089710000.0,0.07447685462927353
IMGN,2018-12-31,4.8,149400000.0,2018-12-31,284409000,2064000.0,2018,2.47,0.16085,0.0,0.0002638805382389446,717120000.0,0.11523185199829461
INCY,2018-12-31,63.59,213274660.0,2018-12-31,719795000,17434000.0,2018,1.04,0.0822,0.050751211561635756,-0.03316420647545482,13562135629.400002,0.07673676252009089
INFN,2018-12-31,3.99,175452000.0,2018-12-31,1097449000,460467000.0,2018,0.97,0.07835,0.0030472202837869,0.014124200760126441,700053480.0,0.037326600104607366
INFO,2018-11-30,53.37,397100000.0,2018-11-30,8035900000,4889200000.0,2018,1.01,0.08055000000000001,-0.27079896299787887,0.021883547580233705,21193227000.0,0.06315751732338774
INFU,2018-12-31,3.44,19577024.0,2018-12-31,43632000,28842000.0,2018,0.59,0.05745,-0.050863723608445266,0.025710487715438213,67344962.56,0.042848443401044545
INGR,2018-12-31,91.4,66526000.0,2018-12-31,3283000000,1931000000.0,2018,0.77,0.06735,0.2689210950080515,0.020694486749923854,6080476400.0,0.0494680250958928
INT,2018-12-31,21.41,67000000.0,2018-12-31,3845300000,659900000.0,2018,1.1,0.0855,0.3023255813953488,0.01458663823368788,1434470000.0,0.03162226479562557
INTU,2018-07-31,204.24,258616000.0,2018-07-31,2824000000,388000000.0,2018,1.04,0.0822,0.19427811044577514,0.005594900849858357,52819731840.0,0.07825255088512768
IO,2018-12-31,5.18,14015615.0,2018-12-31,284728000,119513000.0,2018,4.32,0.2626,-0.04015957446808516,0.03599182377567363,72600885.7,0.07601069734850155
IONS,2018-12-31,54.06,137928828.0,2018-12-31,1480624000,632971000.0,2018,1.64,0.1152,3.8229555123693473,0.023897566161294157,7456432441.68,0.09924227713781887
IP,2018-12-31,40.36,448916000.0,2018-12-31,26193000000,16313000000.0,2018,1.34,0.09870000000000001,0.06120157215047728,0.0161661512617875,18118249760.0,0.04790631866195417
IPAR,2018-12-31,65.57,31382127.0,2018-12-31,213421000,22906000.0,2018,0.91,0.07505,0.2727339112655045,-0.005104511739706964,2057726067.3899999,0.06761856581753817
IPDN,2018-12-31,1.0,4855165.0,2018-12-31,6348888,,2018,1.89,0.12895,0.09691085614509709,0.0005769876551610298,4855165.0,0.056137495819593146
IPG,2018-12-31,20.63,383600000.0,2018-12-31,13019600000,3660200000.0,2018,1.06,0.08330000000000001,0.23902147971360377,0.006140588036498818,7913668000.0,0.03450810759218293
IPGP,2018-12-31,113.29,52941607.0,2018-12-31,368215000,41707000.0,2018,1.71,0.11904999999999999,0.24368865726662858,-0.019431663566123053,5997754657.030001,0.11127609089954592
IPHI,2018-12-31,32.15,44292722.0,2018-12-31,523179000,447825000.0,2018,1.36,0.0998,0.07898078143937204,0.048635572146435546,1424011012.3,0.08330873458822333
IQV,2018-12-31,116.17,251500000.0,2018-12-31,15595000000,10907000000.0,2018,1.32,0.09759999999999999,0.13414634146341464,0.020566848348829755,29216755000.0,0.06928851342688988
IR,2018-12-31,20.45,266400000.0,2018-12-31,10850100000,3740700000.0,2018,1.45,0.10475000000000001,0.1694272119496476,0.01606925281794638,5447880000.0,0.043465773058992595
IRM,2018-12-31,32.41,286321009.0,2018-12-31,9896126000,8016417000.0,2018,0.69,0.06295,0.08775309203632764,0.03267322081388212,9279663901.689999,0.04378396466668581
IT,2018-12-31,127.84,163602067.0,2018-12-31,5350717000,2116109000.0,2018,1.47,0.10585,0.43239677462151926,0.01833853668583108,20914888245.28,0.08723801001976345
ITCI,2018-12-31,11.39,54895295.0,2018-12-31,39491617,,2018,1.93,0.13115,-1.0314208768180677e-05,-0.14284945663278362,625257410.0500001,0.1166543084816351
ITGR,2019-01-31,80.99,32473167.0,2019-01-31,1266188000,888007000.0,2018,1.14,0.0877,0.23043065645657435,0.06196149386978869,2630001795.33,0.07510684638648507
ITRI,2018-12-31,47.29,39498000.0,2018-12-31,1874934000,1001423000.0,2018,1.32,0.09759999999999999,0.11516156517118492,0.023616564636408537,1867860420.0,0.05805394515683819
ITW,2018-12-31,126.69,328100000.0,2018-12-31,11612000000,6029000000.0,2018,1.17,0.08934999999999998,0.2448438420742487,0.017484498794350673,41566989000.0,0.07285591997903532
IVAC,2018-12-31,5.23,22700000.0,2018-12-31,32446000,,2018,0.85,0.07175000000000001,1.996105702364395,-0.012563644208839304,118721000.00000001,0.05421948011139998
IVZ,2018-12-31,16.74,397100000.0,2018-12-31,21646000000,2587500000.0,2018,1.49,0.10694999999999999,0.22405763992619276,0.0032919708029197077,6647453999.999999,0.027117192029647557
JAKK,2018-12-31,14.7,2916991.0,2018-12-31,291192000,139792000.0,2018,3.19,0.20045,-0.07475806860211787,0.02760463886370505,42879767.699999996,0.04473729414000105
JAZZ,2018-12-31,123.96,57504000.0,2018-12-31,2446596000,1563025000.0,2018,1.23,0.09265000000000001,0.15203504912187538,0.024887333258126806,7128195840.0,0.07399950452353647
JBHT,2018-12-31,93.04,108710825.0,2018-12-31,2990263000,898398000.0,2018,1.0,0.08,0.23599992509573697,0.010621263079535145,10114455158.0,0.06366005700250178
JBL,2018-08-31,29.56,164588172.0,2018-08-31,10082261000,2493502000.0,2018,1.23,0.09265000000000001,0.7655576712435157,0.01027937185914945,4865226364.32,0.03563396740683441
JBLU,2018-12-31,16.06,307000000.0,2018-12-31,5815000000,1361000000.0,2018,1.38,0.10089999999999999,0.14155251141552516,0.010732588134135856,4930420000.0,0.050885240223276514
JCOM,2018-12-31,69.38,47482800.0,2018-12-31,1525086000,1013129000.0,2018,0.72,0.06459999999999999,0.2753579935468249,0.032109487596109335,3294356664.0,0.05218477420077053
JCS,2018-12-31,2.03,9158438.0,2018-12-31,11668037,28267.0,2018,1.13,0.08715,-0.06345714094238009,0.002596876406888322,18591629.139999997,0.05433628472448837
JILL,2019-01-31,5.0,52103579.0,2019-01-31,413193000,237464000.0,2018,2.29,0.15095,0.2762128325508607,0.03644921380565499,260517895.0,0.07603115673266647
JLL,2018-12-31,126.6,45599418.0,2018-12-31,6291000000,655600000.0,2018,1.68,0.1174,0.30354107648725215,0.006416944841837546,5772886318.8,0.05882253405531984
JNJ,2019-01-31,133.08,2681977969.0,2019-01-31,93202000000,27684000000.0,2018,0.7,0.0635,0.15011945108061564,0.0033396279049805796,356917628114.52,0.050897946577533354
JSDA,2018-12-31,0.24,41464373.0,2018-12-31,4771000,2528000.0,2018,1.05,0.08275,-0.011678832116788218,0.04487319220289248,9951449.52,0.06742176608801169
JWN,2019-02-28,47.28,157600000.0,2019-02-28,7013000000,2677000000.0,2018,1.37,0.10035,0.23055934515688947,0.011715385712248682,7451328000.0,0.05618284961458285
K,2018-12-31,57.01,347021144.0,2018-12-31,14621000000,8207000000.0,2018,0.58,0.0569,0.11868852459016388,0.0155071472539498,19783675419.44,0.037925305658569525
KAR,2018-12-31,18.06,351087531.0,2018-12-31,5742000000,2654300000.0,2018,1.03,0.08165,0.2471884324076199,0.02641588296760711,6340640809.86,0.052764998327584654
KHC,2018-12-31,43.04,1220000000.0,2018-12-31,51683000000,30770000000.0,2018,1.02,0.0811,0.09424962459146724,0.019626569665073625,52508800000.0,0.0485624404223749
KKR,2018-12-31,19.63,833938476.0,2018-12-31,25360766000,22341192000.0,2018,1.55,0.11025000000000001,-0.08600401976562,-0.016213917592236764,16370212283.88,0.035464540800603725
KLIC,2018-10-31,20.33,67143000.0,2018-10-31,305533000,,2018,1.23,0.09265000000000001,0.6807867124005205,-0.02822749097478832,1365017190.0,0.07162642802937877
KMB,2018-12-31,113.94,345000000.0,2018-12-31,14564000000,6247000000.0,2018,0.5,0.052500000000000005,0.20297848869277446,0.013723564954682781,39309300000.0,0.041238156006778874
KMI,2018-12-31,15.38,2262000000.0,2018-12-31,43669000000,33105000000.0,2018,1.01,0.08055000000000001,0.23423782920989622,0.03467974993702627,34789560000.0,0.05096574239955463
KMX,2019-02-28,62.1,167478924.0,2019-02-28,15360839000,13776534000.0,2018,1.7,0.1185,0.2429830536499623,0.00389794333499622,10400441180.4,0.04967742511690383
KO,2018-12-31,47.35,4268000000.0,2018-12-31,64158000000,25364000000.0,2018,0.54,0.0547,0.19437125748502992,0.002918264285046292,202089800000.0,0.04207442750700663
KOPN,2018-12-31,1.0,74008815.0,2018-12-31,11836290,,2018,1.65,0.11574999999999999,-0.0008382563429809586,-0.04272002544716292,74008815.0,0.095137160288289
KPTI,2018-12-31,9.37,60829308.0,2018-12-31,158022000,106586000.0,2018,1.5,0.10750000000000001,-0.0001457554335944078,-0.007673931477895484,569970615.9599999,0.08284953225269251
KRO,2018-12-31,11.52,115907698.0,2018-12-31,1058300000,455100000.0,2018,1.68,0.1174,0.30224642614023145,0.010450722857412833,1335256680.96,0.06914251735134477
KSS,2019-02-28,67.53,165129371.0,2019-02-28,6942000000,1861000000.0,2018,1.76,0.12179999999999999,0.2312859884836852,0.02913281475079228,11151186423.630001,0.08389810787643362
KSU,2018-12-31,95.45,100896678.0,2018-12-31,4337100000,2679300000.0,2018,0.93,0.07615,0.29033712932686884,0.020036429872495445,9630587915.1,0.05741968710997815
KURA,2018-12-31,14.04,38148000.0,2018-12-31,21394000,7500000.0,2018,2.29,0.15095,0.0,-0.08120080396372815,535597919.99999994,0.1426880844591067
KWR,2018-12-31,177.71,13334364.0,2018-12-31,273296000,35934000.0,2018,1.52,0.1086,0.2802353847264676,0.011681071073122183,2369649826.44,0.09832436088991606
LAKE,2019-01-31,11.12,8013840.0,2019-01-31,11495000,1161000.0,2018,-0.02,0.0239,0.580867566791152,0.008590691605045673,89113900.8,0.021944725680970764
LB,2019-02-28,26.14,275000000.0,2019-02-28,8955000000,5739000000.0,2018,1.23,0.09265000000000001,0.24854142357059505,0.033964265773311,7188500000.0,0.05613981014030415
LBTYA,2018-12-31,21.34,746724481.0,2018-12-31,49005300000,26190000000.0,2018,1.25,0.09375,9.723733003708281,0.023837686944065236,15935100424.539999,0.03721523610882084
LCUT,2018-12-31,10.03,20764143.0,2018-12-31,429079000,304774000.0,2018,1.01,0.08055000000000001,4.379174852652259,0.033148114915901264,208264354.29,0.04395117631573148
LDOS,2019-01-31,58.0,146000000.0,2019-01-31,5459000000,3052000000.0,2018,1.14,0.0877,0.04590163934426228,0.019970690602674483,8468000000.0,0.0595081065556114
LE,2019-01-31,17.9,32211641.0,2019-01-31,788200000,482453000.0,2018,2.0,0.135,-0.20340566919323022,0.028975019030702872,576588373.9,0.07025377649027759
LEDS,2018-08-31,3.99,3559000.0,2018-08-31,9247000,2013000.0,2018,1.94,0.1317,0.0,0.002306694062939332,14200410.0,0.0804798780334374
LEG,2018-12-31,35.84,198800000.0,2018-12-31,2224400000,1167800000.0,2018,1.58,0.1119,0.20369406867845996,0.018645477432116527,7124992000.000001,0.08878137260690322
LFUS,2018-12-31,171.48,25156759.0,2018-12-31,1135964000,684730000.0,2018,1.14,0.0877,0.1970167169247885,0.01569548858942713,4313881033.32,0.07200437390842826
LGND,2018-12-31,135.7,20765533.0,2018-12-31,699889000,609864000.0,2018,1.64,0.1152,0.17313217561876193,0.038690178013942214,2817882828.1,0.09836123387343354
LH,2018-12-31,126.36,98900000.0,2018-12-31,9194800000,5990900000.0,2018,1.38,0.10089999999999999,0.3030828668296145,0.020981206769043373,12497004000.0,0.06515608031494291
LHCG,2018-12-31,93.88,30805919.0,2018-12-31,489645000,235930000.0,2018,0.48,0.0514,0.22106748781113672,0.015616232168203495,2892059675.72,0.04574395048233251
LII,2018-12-31,218.86,40283285.0,2018-12-31,1966800000,740500000.0,2018,0.91,0.07505,0.22996366745030994,0.015383872279845437,8816399755.1,0.06357795897233634
LIVN,2018-12-31,91.47,48205783.0,2018-12-31,1045963000,139538000.0,2018,0.84,0.0712,0.2787869725638218,0.006780947318404188,4409382971.01,0.05857579684845367
LMB,2018-12-31,3.68,7592911.0,2018-12-31,207266000,23614000.0,2018,0.98,0.0789,0.25604838709677424,0.012597097449654067,27941912.48,0.018142533342856187
LMT,2018-12-31,261.84,284425688.0,2018-12-31,43427000000,12604000000.0,2018,0.96,0.07780000000000001,0.1356628982528263,0.012151887074861263,74474022145.92,0.05267959182970926
LNG,2018-12-31,59.19,257000000.0,2018-12-31,30058000000,28236000000.0,2018,1.65,0.11574999999999999,0.022004889975550168,0.02299720540288775,15211830000.0,0.05095792987294187
LNN,2018-08-31,95.77,18841000.0,2018-08-31,223390000,116570000.0,2018,0.29,0.04095,0.4010279738871001,0.010775459957921125,1804402570.0,0.03737656359077201
LNT,2018-12-31,42.25,236063279.0,2018-12-31,10640300000,5246300000.0,2018,0.36,0.0448,0.0836842105263158,0.01833876864374125,9973673537.75,0.029153684193425806
LNTH,2018-12-31,15.65,38466000.0,2018-12-31,368829000,263709000.0,2018,1.24,0.0932,0.18224751755873092,0.03728001323106372,601992900.0,0.068980931291311
LOGM,2018-12-31,81.57,50692000.0,2018-12-31,961265000,200000000.0,2018,0.77,0.06735,0.07952126342888266,0.0038387853505536976,4134946439.9999995,0.0552182375372557
LOPE,2018-12-31,96.14,48201000.0,2018-12-31,110420000,23437000.0,2018,0.61,0.05855,0.20205226480836236,-0.20641450824126065,4634044140.0,0.05339219937638732
LPLA,2018-12-31,61.08,86711957.0,2018-12-31,4503395000,2476372000.0,2018,1.58,0.1119,0.2584685060163304,0.021931935795105693,5296366333.559999,0.06843944706372962
LRDC,2019-05-31,0.04,54514765.0,2019-05-31,2058546,,2019,0.6,0.058,0.0,0.012893003119677676,2180590.6,0.034781025551287974
LSI,2018-12-31,92.99,46617441.0,2018-12-31,1810759000,1701820000.0,2018,0.37,0.04535,0.0,0.030827189040617774,4334955838.59,0.03916363441868989
LSTR,2018-12-31,95.67,41114477.0,2018-12-31,691431000,84864000.0,2018,0.99,0.07944999999999999,0.22281435284014606,0.003832139432568109,3933422014.59,0.06802456412489155
LSXMA,2018-12-31,36.18,60820064.0,2018-12-31,19130000000,13371000000.0,2018,1.3,0.0965,0.16906820365033626,0.025025614218504966,2200469915.52,0.027685744814182327
LSYN,2018-12-31,1.25,29721974.0,2018-12-31,12165661,5682598.0,2018,0.8,0.069,0.0,0.019615611515066876,37152467.5,0.05580186183869487
LTRPA,2018-12-31,15.89,75076680.0,2018-12-31,1488000000,267000000.0,2018,2.22,0.1471,1.1875,0.013803763440860215,1192968445.2,0.07150858438194647
LUNA,2018-12-31,3.35,27956401.0,2018-12-31,13244406,68978.0,2018,1.04,0.0822,0.03719427392682795,0.00741684904555176,93653943.35000001,0.0727416024761097
LUV,2018-12-31,46.48,562306592.0,2018-12-31,16390000000,2771000000.0,2018,1.25,0.09375,0.22092288242730718,0.002988407565588774,26136010396.16,0.05852759643930167
LYB,2018-12-31,83.16,375696661.0,2018-12-31,17882000000,8497000000.0,2018,1.58,0.1119,0.11542082470344572,0.013916228609775193,31242934328.76,0.07516907456151817
LYV,2018-12-31,49.25,210126738.0,2018-12-31,6824788000,2732878000.0,2018,1.1,0.0855,0.3109339842111285,0.014995302418185006,10348741846.5,0.05622989839054868
LZB,2019-04-30,32.8,46955000.0,2019-04-30,362814000,19000.0,2019,1.1,0.0855,0.26420636335980363,-0.0012215350014056791,1540123999.9999998,0.06901458791615912
M,2019-02-28,24.79,307520000.0,2019-02-28,12758000000,4708000000.0,2018,1.6,0.11300000000000002,0.22676056338028172,0.014613575795579243,7623420800.0,0.04949282782091424
MA,2018-12-31,188.65,1030400000.0,2018-12-31,19371000000,5834000000.0,2018,1.07,0.08385000000000001,0.1867018323153803,0.007585566052346291,194384960000.0,0.07679440374902297
MAN,2018-12-31,64.8,61831498.0,2018-12-31,5821300000,1025300000.0,2018,2.02,0.1361,0.26235590300781764,0.0056997577860615324,4006681070.3999996,0.058152482141296896
MANH,2018-12-31,42.37,64860419.0,2018-12-31,160003000,,2018,2.04,0.13720000000000002,0.23152586415720355,-0.0052682137209927316,2748135953.0299997,0.1294224052339611
MAR,2018-12-31,108.56,339100000.0,2018-12-31,21471000000,8514000000.0,2018,1.6,0.11300000000000002,0.18678038379530915,0.011700433142378092,36812696000.0,0.07477731762241023
MARA,2018-12-31,1.45,6379985.0,2018-12-31,2273633,,2018,2.22,0.1471,0.0,0.023367482790758228,9250978.25,0.12172131825921677
MAS,2018-12-31,29.24,293900000.0,2018-12-31,5324000000,2971000000.0,2018,1.47,0.10585,0.2476007677543186,0.023148009015777612,8593636000.0,0.07235395225166114
MAT,2018-12-31,9.99,345150787.0,2018-12-31,4574000000,2851723000.0,2018,1.53,0.10915,-0.26649748008996776,0.030298244425010935,3448056362.13,0.06056263186082765
MATX,2018-12-31,32.02,42700000.0,2018-12-31,1675100000,814300000.0,2018,1.12,0.08660000000000001,0.2620176032498307,0.00881917497462838,1367254000.0000002,0.04275467825243218
MCD,2018-12-31,177.57,770910250.0,2018-12-31,39069600000,31075300000.0,2018,0.66,0.0613,0.24203886848940004,0.019840182648401827,136890533092.5,0.05116929863787435
MCO,2018-12-31,140.04,191300000.0,2018-12-31,8869700000,5226100000.0,2018,1.19,0.09045,0.21041292639138243,0.01923853117918306,26789652000.0,0.07173236416073965
MD,2018-12-31,33.0,87820000.0,2018-12-31,2849597000,1974281000.0,2018,1.45,0.10475000000000001,0.2716903581237342,0.024609623746796476,2898060000.0,0.06245545235214976
MDB,2019-01-31,92.36,54321810.0,2019-01-31,468910000,216858000.0,2018,0.75,0.06625,0.03242482580695605,0.005268239107717899,5017162371.6,0.060943156628644864
MDRX,2018-12-31,9.64,171224000.0,2018-12-31,1601057000,648307000.0,2018,0.98,0.0789,0.03569797533871211,0.0251221911524699,1650599360.0,0.049823135955239746
MDT,2019-04-30,88.81,1340697595.0,2019-04-30,39482000000,24486000000.0,2019,0.68,0.062400000000000004,0.1052530305945738,0.028893166506256014,119067353411.95,0.0525451733080216
MED,2018-12-31,125.02,11868000.0,2018-12-31,60323000,,2018,1.28,0.09540000000000001,0.20920508022906392,-0.017103592327967772,1483737360.0,0.09114505701318569
MEDP,2018-12-31,52.93,35665910.0,2018-12-31,378230000,79721000.0,2018,1.22,0.09209999999999999,0.22103011144107032,0.017037331782248897,1887796616.3,0.0789738526343672
MEI,2019-04-30,29.51,38333576.0,2019-04-30,542000000,276900000.0,2019,1.28,0.09540000000000001,0.11583011583011582,0.012097785977859779,1131223827.76,0.06759333765866406
MELI,2018-12-31,292.85,45202859.0,2018-12-31,1902819000,602228000.0,2018,1.69,0.11795,0.4410407626963271,0.005899615255050533,13237657258.150002,0.10371207007134528
MFON,2018-12-31,1.19,45998053.0,2018-12-31,7206960,1054828.0,2018,0.27,0.039850000000000003,0.0,0.02261131323054381,54737683.07,0.037291911480207676
MGEE,2018-12-31,59.96,34668000.0,2018-12-31,1171974000,493343000.0,2018,0.45,0.04975,0.2457076836269514,0.013217963879744775,2078693280.0,0.03557822367474041
MGLN,2018-12-31,56.89,23935000.0,2018-12-31,1693753000,728608000.0,2018,1.21,0.09154999999999999,0.44017687641802106,0.01650939658852265,1361662150.0,0.04802974595203535
MGM,2018-12-31,24.26,527479528.0,2018-12-31,19638665000,15088005000.0,2018,2.19,0.14545,0.07904026144862986,0.030955020109564472,12796653349.28,0.07219063700063093
MGPI,2018-12-31,57.05,16856414.0,2018-12-31,76451000,31628000.0,2018,1.67,0.11685000000000001,0.2387913434054716,0.012069430092477535,961658418.6999999,0.10894683449334838
MHH,2018-12-31,6.3,10983736.0,2018-12-31,58308000,34129000.0,2018,0.87,0.07285,0.28925005311238583,0.029414317074843935,69197536.8,0.05016222680519705
MHK,2018-12-31,116.96,79656000.0,2018-12-31,5659064000,1515601000.0,2018,1.55,0.11025000000000001,0.1757013193849415,0.005420212600528993,9316565760.0,0.07020628331425843
MICR,2018-12-31,2.66,2861008.0,2018-12-31,8192678,3557458.0,2018,0.08,0.029400000000000003,-0.0019778513491446326,0.037745317221060073,7610281.28,0.0296171174676342
MIND,2019-01-31,3.98,12119399.0,2019-01-31,8623000,,2018,1.87,0.12785000000000002,-0.012865019399632471,-0.006596312188333528,48235208.02,0.10767022666636973
MKC,2018-11-30,150.0,132100000.0,2018-11-30,7074200000,4052900000.0,2018,0.36,0.0448,-0.2591393497909078,0.019498176472251282,19815000000.0,0.03706617749877274
MKSI,2018-12-31,64.61,54039554.0,2018-12-31,741059000,343842000.0,2018,1.5,0.10750000000000001,0.1830834806112902,0.01190449073555547,3491495583.94,0.09032490719060496
MLM,2018-12-31,171.87,62515000.0,2018-12-31,4602007000,2730439000.0,2018,0.91,0.07505,0.18348982174381723,0.023529844696020673,10744453050.0,0.058118677623149984
MMI,2018-12-31,34.33,38814464.0,2018-12-31,156802000,6564000.0,2018,1.11,0.08605000000000002,0.25561337655690153,0.007053481460695655,1332500549.12,0.07757685791919423
MMM,2018-12-31,190.54,576575168.0,2018-12-31,26652000000,13411000000.0,2018,0.99,0.07944999999999999,0.23385714285714287,0.006135749662314273,109860632510.72,0.06488495452815428
MMMB,2019-01-31,0.8,31866241.0,2019-01-31,8946468,4688962.0,2018,1.25,0.09375,0.0,0.07785693527322739,25492992.8,0.08537410937630013
MMP,2018-12-31,57.06,228195160.0,2018-12-31,5104103000,4211380000.0,2018,1.06,0.08330000000000001,5.3223547896719126e-05,0.03373668399716855,13020815829.6,0.06734752431068511
MN,2018-12-31,1.76,15310958.0,2018-12-31,56316000,,2018,2.94,0.1867,0.1032693508114857,-0.03309201647844307,26947286.080000002,0.04274160411728972
MNKD,2018-12-31,1.06,187029967.0,2018-12-31,282787000,110741000.0,2018,2.25,0.14875,-0.002767049057473825,0.012892565782726928,198251765.02,0.06729223069034604
MO,2018-12-31,49.39,1874057595.0,2018-12-31,40810000000,11898000000.0,2018,0.46,0.0503,0.2541483781179745,0.012873070325900515,92559704617.05,0.0380204759154079
MORN,2018-12-31,109.84,42624118.0,2018-12-31,519100000,70000000.0,2018,1.15,0.08825,0.21425504508372695,0.0027393565786938937,4681833121.12,0.0796578504838807
MOS,2018-12-31,29.21,385470085.0,2018-12-31,9514500000,4491500000.0,2018,1.71,0.11904999999999999,0.13980054397098818,0.013791476167954175,11259581182.85,0.06951528383409224
MOV,2019-01-31,31.95,6586780.0,2019-01-31,259325000,50280000.0,2018,0.54,0.0547,0.002624204234364158,0.001413515858478743,210447621.0,0.025120806835398777
